student_id,gender,school_type,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,parent_edu,commute_min,final_score,final_grade_band,passed
S0477,Female,Public,1.87,53.6,73.1,71.5,71.0,14.3,65.7,6.3,1,Bachelor,50,47.8,F,0
S0478,Female,Public,3.96,80.5,63.8,48.8,98.7,5.4,77.8,4.2,4,Bachelor,86,81.6,B,1
S0479,Female,Public,2.42,87.1,79.1,66.0,48.7,10.0,92.6,4.6,9,Master,77,55.7,D,1
S0480,Male,Private,3.48,74.6,74.7,69.3,68.4,20.4,72.4,7.8,0,High School,119,78.3,C,1
S0481,Female,Public,2.99,99.8,72.6,69.6,64.6,10.9,86.6,8.4,18,Bachelor,81,87.2,B,1
S0482,Male,Public,3.01,67.4,69.5,64.7,69.4,15.7,63.8,3.5,3,High School,24,52.3,D,1
S0483,Male,Private,2.72,80.6,75.2,68.2,70.9,10.4,91.7,3.1,24,Master,10,72.5,C,1
S0484,Male,Private,2.25,77.6,72.8,91.0,85.1,12.3,84.7,2.7,16,Bachelor,31,80.9,B,1
S0485,Female,Public,2.12,76.8,70.7,79.3,69.3,9.8,62.0,7.1,2,High School,118,59.9,D,1
S0486,Male,Public,4.0,76.6,62.3,65.8,87.2,9.3,76.6,2.7,12,Bachelor,92,69.3,C,1
S0487,Female,Public,2.88,79.3,90.3,71.2,66.2,6.9,94.0,7.0,4,Bachelor,88,68.3,C,1
S0488,Male,Public,3.59,88.2,57.4,71.7,62.7,11.7,61.1,6.4,29,Bachelor,32,64.5,D,1
S0489,Male,Public,3.77,94.5,75.1,63.6,58.0,6.6,63.9,3.6,17,High School,56,72.5,C,1
S0490,Female,Public,2.51,78.0,66.2,63.5,40.7,12.7,79.0,8.9,24,Bachelor,84,55.6,D,1
S0491,Male,Public,3.1,87.8,91.1,83.1,72.1,14.3,100.0,1.3,11,Master,113,79.8,C,1
S0492,Male,Public,2.83,69.6,59.2,67.4,98.8,11.5,69.9,9.1,4,High School,70,71.9,C,1
S0493,Male,Public,1.99,87.2,61.2,60.0,74.9,8.9,87.4,5.8,7,High School,2,73.4,C,1
S0494,Female,Public,2.67,68.9,58.4,71.5,78.3,11.8,83.9,0.0,12,Master,102,67.1,C,1
S0495,Female,Public,3.21,91.1,73.9,73.3,61.8,8.8,71.2,9.0,23,Bachelor,112,81.4,B,1
S0496,Female,Public,2.45,100.0,53.5,50.3,64.3,13.7,82.4,7.4,12,Bachelor,4,78.3,C,1
S0497,Male,Public,2.57,76.5,64.3,71.6,82.8,2.7,73.3,3.9,27,Master,47,56.2,D,1
S0498,Male,Public,2.68,51.7,44.2,81.5,98.1,8.7,74.6,2.6,10,High School,117,61.7,D,1
S0499,Male,Private,4.0,71.4,72.9,77.0,90.3,2.0,55.1,1.1,6,Master,114,68.3,C,1
S0500,Other,Private,1.52,92.8,64.0,96.5,80.1,4.0,79.6,11.0,14,Bachelor,115,51.2,D,1
S0501,Male,Public,3.15,84.6,52.1,85.8,68.5,15.5,93.5,2.7,3,None,117,78.3,C,1
S0502,Male,Private,2.62,81.0,83.0,87.9,71.1,13.6,80.9,1.8,20,PhD,2,66.1,C,1
S0503,Female,Private,2.35,90.1,54.3,100.0,56.7,7.1,96.4,5.7,3,Bachelor,18,69.3,C,1
S0504,Female,Private,2.61,83.8,79.6,80.3,46.3,4.0,88.7,0.9,19,High School,59,49.9,F,0
S0505,Male,Public,3.27,92.6,61.6,73.8,51.1,0.0,79.1,2.5,11,Master,72,63.7,D,1
S0506,Female,Public,3.31,89.0,89.2,82.7,68.7,7.8,70.6,7.5,10,Master,48,64.5,D,1
S0507,Male,Public,2.93,96.3,79.0,65.8,63.6,19.7,72.7,6.2,18,Master,32,83.7,B,1
S0508,Female,Public,3.56,82.3,57.9,73.2,46.0,11.7,57.9,4.0,21,High School,30,62.0,D,1
S0509,Female,Public,3.69,88.9,59.0,64.9,67.4,7.8,76.0,5.0,27,High School,72,67.6,C,1
S0510,Other,Private,3.37,74.3,77.3,76.4,63.2,11.9,82.2,3.9,8,Bachelor,117,80.8,B,1
S0511,Male,Public,2.42,70.8,66.9,64.8,50.4,3.8,100.0,4.8,24,Master,99,51.4,D,1
S0512,Female,Public,3.15,98.5,68.0,64.4,62.4,8.8,87.9,3.1,25,High School,20,73.6,C,1
S0513,Male,Private,3.15,80.6,85.3,76.5,63.2,10.4,67.0,3.5,29,Bachelor,17,69.5,C,1
S0514,Female,Public,2.23,87.7,61.0,70.5,58.8,9.7,58.4,3.5,28,High School,31,62.1,D,1
S0515,Female,Public,1.7,79.5,71.1,50.8,81.9,13.2,76.9,3.2,23,Bachelor,87,68.5,C,1
S0516,Female,Private,1.38,71.0,81.5,56.0,39.5,11.4,92.2,7.6,8,Bachelor,0,55.4,D,1
S0517,Female,Public,2.85,78.1,79.7,59.4,38.2,12.7,76.7,6.9,20,None,84,57.8,D,1
S0518,Female,Public,3.01,95.2,68.1,62.3,68.0,7.2,88.1,2.7,23,Bachelor,69,79.9,C,1
S0519,Female,Public,1.97,84.7,66.5,76.6,69.4,13.6,77.3,2.0,8,Bachelor,79,57.7,D,1
S0520,Male,Public,3.53,57.5,49.1,74.4,74.1,16.5,90.8,4.6,24,Bachelor,103,63.9,D,1
S0521,Other,Private,2.91,75.4,57.3,83.7,59.9,6.1,56.0,10.4,21,Master,70,57.6,D,1
S0522,Male,Public,3.74,99.4,73.8,80.3,54.2,6.4,100.0,2.4,14,High School,74,87.0,B,1
S0523,Male,Private,3.06,75.4,68.3,83.8,67.9,15.3,63.3,4.6,25,None,57,61.9,D,1
S0524,Female,Public,2.05,56.4,70.9,78.7,61.4,9.2,91.9,5.2,2,Bachelor,78,61.6,D,1
S0525,Male,Private,3.12,100.0,82.5,74.3,91.3,15.6,75.9,4.7,20,Bachelor,45,86.6,B,1
S0526,Female,Public,3.27,86.2,55.8,84.1,63.1,8.2,78.3,3.9,23,High School,7,66.0,C,1
S0527,Male,Private,2.42,77.2,67.2,82.1,67.2,15.8,76.4,7.9,1,PhD,3,76.1,C,1
S0528,Male,Public,1.79,73.5,72.3,76.1,100.0,10.5,83.8,6.1,12,High School,85,60.5,D,1
S0529,Female,Private,2.87,91.0,61.6,86.0,65.1,11.0,86.9,7.1,15,High School,76,89.9,B,1
S0530,Female,Private,2.1,71.5,87.2,46.2,76.3,16.3,95.9,6.5,6,Master,49,65.2,C,1
S0531,Female,Public,3.58,91.8,80.9,68.8,77.7,8.6,100.0,7.2,26,Master,89,83.0,B,1
S0532,Other,Public,2.51,84.5,73.5,68.6,79.0,6.2,85.0,9.0,18,Bachelor,56,78.7,C,1
S0533,Male,Public,4.0,80.9,91.5,84.7,72.3,8.2,100.0,8.3,8,None,30,86.0,B,1
S0534,Male,Public,1.31,79.7,52.0,89.3,70.9,11.8,81.4,10.8,13,High School,70,66.2,C,1
S0535,Female,Public,2.89,75.9,69.9,56.0,69.5,3.7,96.2,8.0,3,High School,45,47.2,F,0
S0536,Female,Public,3.8,90.5,74.4,87.5,59.4,12.5,86.4,3.3,2,Bachelor,117,78.3,C,1
S0537,Female,Private,2.18,67.6,59.0,59.1,72.9,7.8,71.8,7.1,22,Bachelor,86,56.3,D,1
S0538,Male,Private,2.69,58.5,73.6,59.4,98.4,14.6,82.7,6.8,29,High School,89,77.2,C,1
S0539,Male,Public,2.52,85.4,56.7,69.4,86.2,0.4,87.5,9.8,8,Bachelor,82,68.2,C,1
S0540,Male,Public,2.32,85.6,78.3,68.5,72.6,6.9,79.5,2.6,7,Bachelor,82,70.1,C,1
S0541,Other,Public,2.97,83.8,82.7,54.9,80.8,3.3,86.2,6.4,20,High School,92,76.4,C,1
S0542,Male,Private,1.89,82.9,73.3,79.1,55.0,6.7,93.0,3.3,15,High School,51,62.7,D,1
S0543,Female,Private,2.72,74.2,47.8,79.5,64.1,11.0,79.6,6.3,4,Master,98,45.2,F,0
S0544,Male,Public,3.16,87.4,58.4,83.6,82.2,9.3,35.8,4.5,20,None,4,80.2,B,1
S0545,Female,Public,2.65,77.5,76.8,67.2,90.3,9.0,100.0,6.2,6,High School,79,66.2,C,1
S0546,Male,Public,2.1,72.2,70.3,71.6,56.4,9.4,75.5,1.5,3,None,64,58.1,D,1
S0547,Female,Public,3.52,74.3,37.7,71.7,60.7,10.8,67.7,7.0,13,Bachelor,0,63.6,D,1
S0548,Female,Private,3.31,100.0,84.9,90.6,100.0,6.0,63.1,5.5,22,Bachelor,79,85.5,B,1
S0549,Male,Private,2.07,57.2,71.6,40.8,69.4,12.8,75.0,5.4,15,Bachelor,0,43.3,F,0
S0550,Male,Public,1.89,84.0,60.2,61.5,95.4,12.7,71.6,9.9,19,High School,84,50.2,D,1
S0551,Male,Public,2.13,57.9,81.9,72.1,71.1,11.5,68.9,4.0,7,Bachelor,62,50.2,D,1
S0552,Female,Public,3.18,76.7,61.9,60.1,71.7,12.2,69.8,5.9,14,High School,72,73.1,C,1
S0553,Female,Private,2.99,72.8,61.7,69.2,63.4,11.2,87.9,5.3,21,Master,73,54.1,D,1
S0554,Male,Private,3.35,53.0,74.3,70.6,82.1,18.1,100.0,5.5,15,PhD,36,68.2,C,1
S0555,Female,Public,2.57,82.7,91.4,64.8,88.4,9.7,92.3,10.6,7,Bachelor,74,78.1,C,1
S0556,Male,Public,2.15,73.4,89.5,72.7,52.5,8.8,96.8,5.2,28,High School,26,53.6,D,1
S0557,Female,Private,3.44,52.8,74.3,78.9,62.7,7.0,74.3,3.6,2,Bachelor,91,57.4,D,1
S0558,Other,Private,2.41,88.1,75.5,69.4,81.7,5.9,81.6,9.7,27,High School,10,68.3,C,1
S0559,Female,Public,2.93,95.2,79.5,67.0,66.1,5.0,86.4,4.2,21,High School,17,72.8,C,1
S0560,Male,Public,1.72,95.9,54.9,70.2,60.6,6.4,70.1,1.0,3,Master,84,47.3,F,0
S0561,Male,Private,2.4,82.3,77.7,71.9,83.1,9.7,73.6,3.1,7,High School,6,69.7,C,1
S0562,Other,Private,3.51,78.6,61.2,52.9,84.6,11.3,92.8,1.9,11,High School,116,76.9,C,1
S0563,Male,Private,2.3,93.9,73.8,77.1,61.3,10.2,96.4,0.5,28,Bachelor,3,59.9,D,1
S0564,Female,Public,3.37,98.2,67.3,67.0,71.2,6.9,81.0,4.1,15,Bachelor,63,76.1,C,1
S0565,Female,Public,1.17,91.6,76.0,85.9,49.9,13.6,62.1,4.8,7,Bachelor,118,52.1,D,1
S0566,Female,Public,2.41,66.7,71.4,78.5,54.6,13.0,75.6,8.0,27,High School,80,60.7,D,1
S0567,Female,Private,2.68,80.4,33.1,84.9,69.9,9.4,58.4,6.6,3,Bachelor,75,64.4,D,1
S0568,Female,Private,4.0,83.3,72.1,60.9,68.5,7.4,81.1,6.5,24,High School,83,73.1,C,1
S0569,Female,Public,1.98,56.3,77.7,67.9,53.5,12.2,83.8,2.8,24,Master,84,60.0,D,1
S0570,Male,Private,3.27,83.6,75.4,58.3,57.3,10.8,75.9,7.2,11,High School,19,74.3,C,1
S0571,Female,Private,3.54,100.0,68.8,64.2,52.0,4.2,83.6,8.5,1,None,37,77.2,C,1
S0572,Male,Public,2.29,85.7,89.7,85.8,74.8,9.7,86.3,6.0,26,Bachelor,23,75.9,C,1
S0573,Female,Public,2.54,95.7,73.7,88.4,38.5,11.0,83.9,6.1,29,High School,25,75.9,C,1
S0574,Female,Private,2.9,80.2,75.3,59.4,52.8,6.4,62.0,1.8,11,Bachelor,24,61.8,D,1
S0575,Female,Public,1.76,77.1,82.5,67.0,40.1,10.8,76.2,7.6,5,High School,76,40.8,F,0
S0576,Male,Private,2.48,82.6,74.4,71.2,74.3,4.2,86.1,9.5,8,High School,111,58.3,D,1
S0577,Male,Public,3.69,68.2,59.2,78.4,41.0,15.3,100.0,5.8,4,High School,67,67.6,C,1
S0578,Female,Private,3.17,66.4,40.7,52.6,68.5,15.0,75.9,3.5,18,High School,1,59.8,D,1
S0579,Female,Private,2.69,93.2,64.3,54.4,92.6,9.0,88.3,4.6,15,High School,83,75.2,C,1
S0580,Male,Private,2.88,94.5,79.1,77.4,93.1,11.5,93.2,3.9,10,High School,64,76.8,C,1
S0581,Female,Private,3.21,66.1,65.8,50.6,40.9,0.4,77.1,4.1,19,High School,93,64.1,D,1
S0582,Female,Public,3.34,89.6,79.6,67.1,72.5,5.4,97.2,6.6,18,Master,45,74.3,C,1
S0583,Female,Public,2.41,77.0,71.8,73.8,53.2,8.8,98.0,5.7,0,Bachelor,51,61.7,D,1
S0584,Female,Private,3.87,82.1,85.5,76.6,50.1,5.7,100.0,7.5,12,High School,79,69.7,C,1
S0585,Other,Public,3.72,83.5,66.5,70.4,66.3,12.9,86.9,5.9,25,None,84,69.1,C,1
S0586,Female,Private,3.27,89.9,75.6,68.0,86.4,18.0,100.0,2.8,23,None,26,85.3,B,1
S0587,Male,Public,2.21,79.0,76.1,81.3,77.0,5.3,70.8,3.7,25,High School,70,62.7,D,1
S0588,Other,Public,2.09,94.9,88.0,75.1,57.3,6.7,100.0,3.6,28,Bachelor,115,67.0,C,1
S0589,Female,Public,2.57,81.7,49.5,64.9,78.6,10.9,91.5,4.5,1,High School,7,78.1,C,1
S0590,Female,Private,2.84,85.5,64.5,72.4,34.3,16.4,100.0,9.5,8,PhD,39,66.3,C,1
S0591,Female,Public,1.56,68.0,80.2,76.2,56.7,5.1,75.2,9.9,13,Bachelor,64,49.3,F,0
S0592,Female,Public,3.15,100.0,88.6,90.9,55.6,11.0,92.7,7.1,15,None,111,87.8,B,1
S0593,Male,Public,3.7,83.6,72.9,80.6,69.2,17.3,100.0,5.3,23,High School,116,83.3,B,1
S0594,Male,Private,3.2,86.6,66.5,85.4,65.0,3.4,63.7,1.6,21,None,70,70.4,C,1
S0595,Male,Public,2.33,58.7,79.1,65.3,65.9,4.9,77.6,5.6,21,High School,65,43.6,F,0
S0596,Female,Public,2.24,68.1,80.4,66.2,65.4,8.3,47.9,3.0,4,Bachelor,49,44.9,F,0
S0597,Female,Public,3.01,92.9,65.7,69.4,68.3,7.9,77.3,9.1,20,None,53,70.7,C,1
S0598,Male,Public,2.69,81.4,74.0,70.4,76.1,13.3,67.8,1.0,23,None,88,68.0,C,1
S0599,Male,Public,3.11,55.0,84.2,60.9,70.2,11.0,76.7,6.0,22,High School,65,57.4,D,1
S0600,Female,Private,3.22,90.5,92.7,85.9,63.7,2.9,100.0,2.8,17,Bachelor,66,77.3,C,1
S0601,Male,Public,3.56,71.5,78.9,81.7,74.0,12.1,100.0,5.0,2,None,101,80.3,B,1
S0602,Male,Private,2.01,94.9,70.5,68.6,80.4,7.7,58.4,6.7,4,PhD,16,58.4,D,1
S0603,Male,Private,2.96,76.9,69.4,79.1,59.7,15.1,88.3,7.6,22,High School,114,67.0,C,1
S0604,Female,Public,2.55,80.5,76.7,74.5,67.1,7.5,92.0,4.8,26,High School,84,68.1,C,1
S0605,Female,Private,2.73,92.1,68.6,79.9,85.4,7.5,74.9,6.9,24,Bachelor,70,65.1,C,1
S0606,Female,Private,3.41,67.2,72.3,57.2,51.5,12.2,82.7,3.3,12,Bachelor,69,59.4,D,1
S0607,Male,Public,3.48,66.1,57.3,70.4,95.1,13.1,84.1,5.6,17,High School,69,78.4,C,1
S0608,Male,Private,3.78,75.6,85.6,71.4,47.9,11.8,59.8,7.5,5,Bachelor,67,70.0,C,1
S0609,Female,Private,3.1,87.9,56.3,78.9,62.8,3.3,64.5,5.8,17,High School,42,59.0,D,1
S0610,Other,Public,2.72,62.0,64.8,65.1,53.7,12.2,82.6,3.7,5,High School,88,50.6,D,1
S0611,Male,Public,2.62,58.0,71.2,44.5,100.0,5.9,81.5,4.3,23,None,30,52.0,D,1
S0612,Female,Public,1.59,87.9,93.9,60.1,60.4,10.9,69.4,7.5,23,Bachelor,78,59.5,D,1
S0613,Female,Public,3.74,70.8,64.9,71.3,60.5,4.3,68.1,2.3,1,Bachelor,63,78.8,C,1
S0614,Female,Public,2.57,73.3,62.0,72.7,62.4,11.8,78.7,2.6,28,Bachelor,43,66.1,C,1
S0615,Male,Public,3.15,55.7,63.4,90.5,69.4,6.8,93.3,6.5,23,Master,96,53.5,D,1
S0616,Male,Private,3.28,69.9,89.9,78.4,63.1,4.9,78.9,3.9,11,Bachelor,38,72.9,C,1
S0617,Male,Public,1.93,77.9,36.3,72.9,66.0,12.9,100.0,1.4,13,Master,79,51.9,D,1
S0618,Female,Public,2.15,89.2,58.0,71.6,15.1,11.0,69.6,8.4,2,High School,30,49.9,F,0
S0619,Female,Private,3.88,68.7,100.0,84.1,68.9,7.5,82.9,2.3,28,Bachelor,24,73.6,C,1
S0620,Male,Public,3.0,97.9,77.1,65.5,68.3,15.8,74.7,4.5,3,Bachelor,69,93.2,A,1
S0621,Male,Public,2.39,69.8,56.7,70.5,83.6,8.2,88.8,3.5,27,High School,117,53.0,D,1
S0622,Male,Public,2.71,69.8,69.5,60.0,87.6,10.1,68.3,4.3,19,High School,35,66.9,C,1
S0623,Female,Public,3.56,96.4,70.8,87.6,65.2,11.1,100.0,2.8,27,Bachelor,13,77.8,C,1
S0624,Female,Public,3.45,80.5,80.2,76.3,80.2,7.5,54.6,6.8,11,None,14,78.4,C,1
S0625,Male,Public,1.77,71.4,92.1,64.2,51.5,11.9,100.0,5.3,26,High School,59,61.7,D,1
S0626,Female,Private,3.94,76.1,74.7,70.7,79.5,7.9,81.3,7.5,12,Bachelor,93,86.2,B,1
S0627,Female,Public,3.48,94.2,63.5,77.6,59.4,8.4,88.3,3.5,10,Bachelor,85,79.7,C,1
S0628,Female,Private,2.69,95.6,79.4,69.2,50.2,15.5,100.0,10.3,10,None,25,69.2,C,1
S0629,Female,Private,1.97,68.2,61.6,66.1,65.2,5.8,92.9,0.2,28,None,100,75.1,C,1
S0630,Male,Public,3.54,77.5,57.6,64.8,89.0,0.3,69.0,1.0,13,Master,19,69.7,C,1
S0631,Female,Public,3.13,79.1,48.9,75.7,70.7,16.4,89.0,9.4,14,PhD,67,68.0,C,1
S0632,Female,Private,1.78,66.2,51.2,68.1,90.4,20.2,100.0,6.2,19,Bachelor,101,67.2,C,1
S0633,Female,Public,2.64,77.3,59.2,67.0,56.8,8.4,66.7,5.9,16,High School,96,61.8,D,1
S0634,Female,Public,4.0,78.1,55.9,57.3,83.7,2.3,100.0,6.1,16,High School,84,76.1,C,1
S0635,Male,Public,2.81,91.7,73.8,72.9,58.2,8.8,85.8,6.4,11,High School,39,73.0,C,1
S0636,Female,Private,2.28,92.5,55.6,70.0,71.4,8.9,73.5,5.7,4,Bachelor,91,70.6,C,1
S0637,Female,Public,2.09,74.0,32.3,68.5,71.3,9.2,66.6,2.6,29,Bachelor,46,57.6,D,1
S0638,Male,Public,4.0,75.4,57.5,74.2,77.9,5.5,76.7,7.0,14,Bachelor,42,65.2,C,1
S0639,Other,Public,3.39,86.0,64.3,80.2,71.8,12.3,50.7,6.7,29,High School,63,88.6,B,1
S0640,Male,Private,3.79,71.0,62.7,79.7,56.9,12.1,73.8,8.6,13,Master,74,84.9,B,1
S0641,Female,Public,2.97,85.1,88.2,78.1,81.2,4.0,76.1,9.4,17,High School,25,78.8,C,1
S0642,Male,Private,3.68,76.9,62.6,69.4,94.0,12.8,63.9,5.8,16,High School,111,77.3,C,1
S0643,Male,Public,2.21,66.4,80.6,65.8,59.2,18.2,91.2,1.9,28,Bachelor,104,64.9,D,1
S0644,Female,Public,2.91,66.5,69.8,60.5,40.5,10.7,76.7,9.4,3,Bachelor,33,53.3,D,1
S0645,Female,Public,3.0,95.4,69.5,65.5,75.5,8.7,70.5,2.5,15,Master,29,70.4,C,1
S0646,Female,Public,3.77,76.1,60.0,72.2,63.0,9.4,75.1,5.8,4,Bachelor,8,52.7,D,1
S0647,Female,Public,3.02,97.7,69.3,63.4,66.0,12.5,85.3,4.4,26,Master,48,86.3,B,1
S0648,Male,Private,2.36,71.8,60.8,73.1,76.3,3.1,81.1,3.9,15,High School,20,66.0,C,1
S0649,Female,Public,2.84,81.5,72.0,61.4,61.2,10.7,69.5,6.9,27,High School,111,51.4,D,1
S0650,Female,Private,1.63,100.0,67.2,53.7,64.0,8.4,81.9,5.6,8,High School,107,66.0,C,1
S0651,Male,Public,1.18,65.3,58.7,81.0,66.5,17.4,79.2,6.3,4,None,99,54.1,D,1
S0652,Female,Public,3.38,55.2,81.9,66.8,90.0,9.3,62.9,3.0,18,Master,33,66.3,C,1
S0653,Male,Public,2.54,93.4,75.1,62.8,68.5,16.7,75.7,4.6,4,None,82,76.7,C,1
S0654,Male,Private,2.62,68.1,64.6,60.0,49.5,5.6,88.7,3.1,11,High School,58,39.8,F,0
S0655,Female,Public,3.38,77.8,71.7,76.7,50.1,12.3,88.6,4.5,9,High School,32,70.3,C,1
S0656,Female,Public,3.78,71.0,69.0,87.1,70.1,11.3,76.6,4.7,6,Bachelor,64,75.5,C,1
S0657,Female,Public,3.17,81.2,59.6,67.6,51.1,6.5,90.2,9.6,3,Master,19,63.3,D,1
S0658,Female,Public,4.0,66.6,70.8,69.6,44.6,10.7,65.3,4.4,19,Master,115,54.9,D,1
S0659,Male,Public,3.15,75.8,62.5,83.8,77.5,14.9,65.8,0.0,22,High School,19,76.1,C,1
S0660,Other,Private,3.01,83.4,58.7,52.1,78.3,8.7,76.2,8.5,11,Bachelor,36,73.7,C,1
S0661,Male,Public,2.97,65.9,50.5,93.6,62.5,3.2,100.0,6.1,8,High School,26,63.5,D,1
S0662,Male,Private,1.9,69.6,65.7,98.9,72.4,9.9,82.4,4.7,4,Master,62,59.9,D,1
S0663,Male,Public,3.47,73.8,76.8,42.2,70.8,6.4,75.9,3.9,20,High School,80,85.2,B,1
S0664,Male,Private,1.09,60.9,61.7,70.9,77.0,8.6,100.0,2.6,24,PhD,114,43.0,F,0
S0665,Male,Private,2.39,72.9,100.0,64.1,77.1,9.7,75.7,9.8,16,Master,46,73.3,C,1
S0666,Female,Private,2.82,79.4,80.6,69.1,28.9,3.2,100.0,5.1,12,Bachelor,24,59.2,D,1
S0667,Female,Private,2.25,73.2,85.7,67.4,64.4,3.5,72.3,0.7,19,Bachelor,2,72.2,C,1
S0668,Female,Private,2.48,74.7,79.5,80.9,75.8,11.9,64.8,5.8,27,High School,71,70.4,C,1
S0669,Male,Public,4.0,77.8,92.2,70.8,61.8,7.9,77.5,8.0,29,High School,117,80.9,B,1
S0670,Female,Public,3.57,70.1,60.6,62.0,68.5,0.0,76.3,5.4,5,High School,7,63.4,D,1
S0671,Male,Public,2.32,86.3,39.3,70.1,79.3,13.1,67.9,2.7,14,High School,119,54.6,D,1
S0672,Female,Public,2.47,95.2,64.6,77.7,69.2,11.1,100.0,2.5,26,Bachelor,31,66.0,C,1
S0673,Female,Public,1.91,72.4,76.7,59.0,90.6,7.1,84.8,2.7,18,Bachelor,109,58.9,D,1
S0674,Male,Public,3.29,83.8,71.8,53.9,84.9,4.7,87.0,8.8,24,Master,8,78.0,C,1
S0675,Female,Private,2.63,75.1,73.3,93.9,66.2,13.3,73.1,4.8,29,Master,107,71.1,C,1
S0676,Female,Public,1.42,82.4,85.9,64.9,65.0,11.4,71.3,0.8,3,High School,39,56.8,D,1
S0677,Male,Public,2.87,96.8,74.6,70.5,25.2,19.5,95.4,6.0,18,High School,32,82.5,B,1
S0678,Female,Public,3.11,84.1,79.6,67.6,63.1,11.7,54.9,5.4,15,High School,24,53.6,D,1
S0679,Female,Private,3.47,56.7,58.7,78.0,47.7,11.6,62.9,3.9,8,High School,16,48.4,F,0
S0680,Male,Public,2.75,83.4,56.9,91.5,71.3,9.3,76.3,2.4,19,Bachelor,95,49.1,F,0
S0681,Male,Public,2.54,92.8,89.4,78.4,70.3,13.3,100.0,2.3,3,Bachelor,8,88.0,B,1
S0682,Male,Public,4.0,75.3,71.2,55.3,78.4,12.5,74.4,7.7,14,Bachelor,55,75.2,C,1
S0683,Female,Private,2.8,89.9,62.5,56.8,89.0,15.0,86.2,5.6,12,Bachelor,113,82.8,B,1
S0684,Male,Public,3.3,69.7,62.5,67.6,67.6,7.9,80.4,6.2,11,Master,48,63.4,D,1
S0685,Female,Public,2.42,60.2,62.2,69.0,100.0,8.3,99.4,5.6,18,Bachelor,99,72.6,C,1
S0686,Male,Public,3.28,79.7,61.5,53.1,71.5,8.1,56.2,5.8,28,PhD,83,61.8,D,1
S0687,Other,Public,1.78,56.9,54.6,81.0,48.3,13.2,91.0,3.8,28,Master,95,53.0,D,1
S0688,Female,Private,2.48,75.1,52.0,60.1,59.6,16.0,77.0,4.5,21,Bachelor,113,61.9,D,1
S0689,Female,Public,1.95,93.4,67.7,88.4,62.4,8.2,93.9,7.9,9,High School,11,68.5,C,1
S0690,Other,Private,2.38,55.1,62.9,92.0,76.9,8.3,67.7,8.5,28,Master,36,70.3,C,1
S0691,Female,Public,3.68,62.6,83.3,69.3,53.8,11.3,80.4,1.9,29,High School,38,55.8,D,1
S0692,Female,Private,2.37,65.6,73.5,76.8,63.5,9.0,78.5,4.5,25,High School,8,58.4,D,1
S0693,Male,Public,3.3,77.2,73.2,58.4,65.6,13.8,65.0,7.1,26,Bachelor,12,70.3,C,1
S0694,Male,Private,3.86,73.6,61.1,78.9,61.3,1.0,60.8,9.7,24,High School,13,63.0,D,1
S0695,Female,Public,2.78,94.8,68.5,66.5,80.2,6.7,71.3,9.5,22,High School,113,66.8,C,1
S0696,Male,Public,3.5,89.5,74.3,60.0,77.6,6.9,81.9,3.0,21,High School,102,70.5,C,1
S0697,Male,Public,3.17,83.9,78.6,68.8,85.5,0.7,68.6,8.2,19,Master,70,80.1,B,1
S0698,Female,Private,2.88,79.7,68.9,66.9,63.0,6.1,75.0,5.1,19,Bachelor,101,61.7,D,1
S0699,Female,Private,3.33,82.7,82.9,68.4,86.0,6.3,51.7,7.6,11,Master,41,90.6,A,1
S0700,Male,Public,4.0,67.7,70.1,82.4,47.5,9.2,74.4,7.0,26,Master,57,72.2,C,1
S0701,Male,Public,2.35,88.3,79.5,63.4,47.2,14.5,95.4,1.8,19,High School,106,64.6,D,1
S0702,Male,Public,2.13,64.7,64.1,91.1,49.8,9.0,90.6,6.4,18,Bachelor,17,59.8,D,1
S0703,Male,Public,2.09,88.0,48.2,57.4,68.1,5.9,78.7,7.5,22,Bachelor,17,55.8,D,1
S0704,Male,Private,3.5,92.2,73.2,89.8,86.0,9.8,83.7,4.9,2,High School,63,94.1,A,1
S0705,Female,Public,3.59,80.5,78.7,60.8,59.0,14.2,67.6,4.4,27,PhD,30,63.6,D,1
S0706,Female,Public,2.42,75.9,76.9,72.0,60.8,6.1,100.0,1.1,17,Master,80,48.6,F,0
S0707,Male,Public,1.3,82.8,75.1,66.6,64.8,6.4,100.0,6.7,28,High School,76,58.6,D,1
S0708,Male,Public,2.33,43.7,65.8,68.2,76.6,12.2,82.5,5.5,3,Master,39,61.3,D,1
S0709,Female,Private,3.18,81.6,60.3,80.8,60.8,9.1,100.0,2.7,7,None,13,72.5,C,1
S0710,Male,Public,2.75,76.6,76.6,88.5,60.0,12.6,69.8,4.2,28,Master,9,73.3,C,1
S0711,Male,Private,2.93,77.4,75.1,85.1,47.8,9.9,61.2,5.4,20,Bachelor,53,67.3,C,1
S0712,Male,Private,2.43,86.5,63.3,67.5,59.4,12.8,69.4,3.6,19,High School,38,51.7,D,1
S0713,Female,Public,3.51,77.1,83.3,74.0,85.7,5.9,76.7,5.0,12,Master,4,77.3,C,1
S0714,Male,Public,3.04,64.3,59.4,63.4,69.4,10.0,100.0,0.6,16,Bachelor,82,73.7,C,1
S0715,Male,Private,3.21,76.3,63.0,61.1,56.9,9.2,75.8,8.4,16,None,114,63.8,D,1
